Entity,Code,Year,consumption_based_energy,production_based_energy
Spain,ESP,2007,2125.433087,1724.505881
Spain,ESP,2008,2087.814926,1719.05646
Spain,ESP,2009,1802.570246,1571.470583
Spain,ESP,2010,1767.601922,1578.39309
Spain,ESP,2011,1676.532933,1531.921354
Spain,ESP,2012,1418.073343,1359.843414
Spain,ESP,2013,1291.64701,1243.370731
Spain,ESP,2014,1420.495028,1331.970566
Spain,ESP,2015,1461.950386,1393.092832
Spain,ESP,2016,1430.364629,1391.305367
Spain,ESP,2017,1484.101389,1463.163537
Spain,ESP,2018,1625.86571,1543.630375
Spain,ESP,2019,1550.574531,1514.136693
Spain,ESP,2020,1580.83661,1533.78881
Sweden,SWE,1995,573.936703,563.219391
Sweden,SWE,1996,588.4232146,595.093781
Sweden,SWE,1997,582.1277614,580.315554
Sweden,SWE,1998,626.0819749,602.57195
Sweden,SWE,1999,600.7213692,573.126019
Sweden,SWE,2000,618.2323356,554.793051
Sweden,SWE,2001,611.7030564,579.203676
Sweden,SWE,2002,573.9916008,569.094838
Sweden,SWE,2003,619.9120744,604.137831
Sweden,SWE,2004,608.2986161,601.636798
Sweden,SWE,2005,611.5733957,586.516753
Sweden,SWE,2006,560.4787846,548.302664
Sweden,SWE,2007,590.5134065,550.968512
Sweden,SWE,2008,603.3673178,568.441672
Sweden,SWE,2009,523.9732751,515.695886
Sweden,SWE,2010,567.7858263,542.345502
Sweden,SWE,2011,599.326849,547.319591
Sweden,SWE,2012,586.2984933,545.930436
Sweden,SWE,2013,604.7932111,561.02195
Sweden,SWE,2014,588.9996436,550.741095
Sweden,SWE,2015,576.6666164,547.115442
Sweden,SWE,2016,577.7497772,546.4395487
Sweden,SWE,2017,591.0506325,574.478731
Sweden,SWE,2018,597.0703876,577.0975846
Sweden,SWE,2019,571.8932203,571.211154
Sweden,SWE,2020,578.9216271,577.1365161
Switzerland,CHE,1995,508.5977773,321.93217
Switzerland,CHE,1996,507.8002353,334.18111
Switzerland,CHE,1997,520.9305647,339.476796
Switzerland,CHE,1998,532.4700071,349.248248
Switzerland,CHE,1999,523.3703164,342.528782
Switzerland,CHE,2000,510.055656,341.601663
Switzerland,CHE,2001,506.780228,343.204385
Switzerland,CHE,2002,516.9883445,339.145227
Switzerland,CHE,2003,506.7947915,343.314077
Switzerland,CHE,2004,489.9936679,351.406355
Switzerland,CHE,2005,521.5221372,340.972042
Switzerland,CHE,2006,501.8054673,340.339097
Switzerland,CHE,2007,455.3392101,310.245263
Switzerland,CHE,2008,493.5097807,330.09536
Switzerland,CHE,2009,491.9584281,335.406004
Switzerland,CHE,2010,515.1399805,320.094829
Switzerland,CHE,2011,568.2111382,310.701482
Switzerland,CHE,2012,546.4744133,318.827
Switzerland,CHE,2013,570.7638148,327.53588
Switzerland,CHE,2014,498.1867437,312.755991
Switzerland,CHE,2015,510.2553307,305.083645
Switzerland,CHE,2016,496.1696344,282.7695624
Switzerland,CHE,2017,458.7480344,278.1329062
Switzerland,CHE,2018,453.5298837,273.6582206
Switzerland,CHE,2019,465.9669726,280.3595084
Switzerland,CHE,2020,461.7539461,275.0914321
Turkey,TUR,1995,787.2753614,727.302557
Turkey,TUR,1996,1022.829682,789.365238
Turkey,TUR,1997,954.4568305,818.143599
Turkey,TUR,1998,982.5118146,842.460598
Turkey,TUR,1999,959.9635274,822.57089
Turkey,TUR,2000,1054.995287,890.098227
Turkey,TUR,2001,844.1646142,818.807291
Turkey,TUR,2002,941.8366731,867.385335
Turkey,TUR,2003,1075.487478,923.563705
Turkey,TUR,2004,1144.122098,945.574402
Turkey,TUR,2005,1254.413062,1001.701804
Turkey,TUR,2006,1374.849193,1105.694252
Turkey,TUR,2007,1508.491301,1200.208868
Turkey,TUR,2008,1494.56486,1188.03915
Turkey,TUR,2009,1344.960667,1173.817416
Turkey,TUR,2010,1529.498987,1248.359501
Turkey,TUR,2011,1663.475524,1318.540775
Turkey,TUR,2012,1686.760674,1385.670617
Turkey,TUR,2013,1700.248584,1365.521914
Turkey,TUR,2014,1701.077152,1408.717017
Turkey,TUR,2015,1798.600438,1534.400781
Turkey,TUR,2016,1726.378265,1518.128305
Turkey,TUR,2017,1758.4568,1500.532252
Turkey,TUR,2018,1512.655545,1362.228827
Turkey,TUR,2019,1526.614371,1419.373191
Turkey,TUR,2020,1732.209083,1567.612849
United Kingdom,GBR,1995,2849.858721,2452.194022
United Kingdom,GBR,1996,2984.547394,2597.0135
United Kingdom,GBR,1997,3070.471132,2612.963714
United Kingdom,GBR,1998,3202.035678,2645.387949
United Kingdom,GBR,1999,3148.17566,2579.593247
United Kingdom,GBR,2000,3239.211145,2602.768175
United Kingdom,GBR,2001,3271.348804,2603.171764
United Kingdom,GBR,2002,3205.943406,2504.301877
United Kingdom,GBR,2003,3328.905598,2567.90634
United Kingdom,GBR,2004,3508.83153,2682.209282
United Kingdom,GBR,2005,3483.416162,2661.868618
United Kingdom,GBR,2006,3447.061175,2560.388283
United Kingdom,GBR,2007,3271.099634,2382.228808
United Kingdom,GBR,2008,3164.970779,2408.941303
United Kingdom,GBR,2009,2813.544422,2303.717867
United Kingdom,GBR,2010,2955.698753,2352.121124
United Kingdom,GBR,2011,2787.449576,2178.383954
United Kingdom,GBR,2012,3012.25163,2446.431314
United Kingdom,GBR,2013,3006.849462,2457.227112
United Kingdom,GBR,2014,3121.865355,2448.469203
United Kingdom,GBR,2015,3303.000827,2574.738822
United Kingdom,GBR,2016,2858.14781,2252.015987
United Kingdom,GBR,2017,2747.630843,2184.593465
United Kingdom,GBR,2018,2980.665613,2374.566176
United Kingdom,GBR,2019,3050.688917,2440.79759
United Kingdom,GBR,2020,3110.503134,2468.658927
United States,USA,1995,24890.826,23915.30136
United States,USA,1996,25556.09918,24535.39937
United States,USA,1997,25760.93967,24683.91874
United States,USA,1998,27276.50025,25304.16578
United States,USA,1999,27513.03034,25403.21212
United States,USA,2000,28488.03237,25893.78466
United States,USA,2001,29336.73885,26597.20372
United States,USA,2002,29133.59865,25915.4937
United States,USA,2003,29347.10128,26074.74433
United States,USA,2004,30164.02951,26651.25169
United States,USA,2005,30830.32816,26835.49574
United States,USA,2006,31075.36436,26995.53942
United States,USA,2007,30359.75237,26904.7053
United States,USA,2008,29461.57316,26444.29169
United States,USA,2009,28215.13535,25640.85568
United States,USA,2010,28120.32027,25671.77193
United States,USA,2011,27948.01946,25587.36726
United States,USA,2012,27325.08366,25106.8476
United States,USA,2013,27095.89092,24873.06293
United States,USA,2014,28499.44912,25954.40583
United States,USA,2015,29202.06693,25905.14111
United States,USA,2016,27983.64088,24966.73847
United States,USA,2017,29819.50035,26604.04659
United States,USA,2018,30194.27705,26737.10423
United States,USA,2019,31532.27475,28217.17282
United States,USA,2020,32208.41837,28691.03035
