Entity,Code,Year,net_energy_traded_goods_pct_domestic
Sweden,SWE,2019,0.119407
Sweden,SWE,2020,0.309304812
Switzerland,CHE,1995,57.98289978
Switzerland,CHE,1996,51.95360241
Switzerland,CHE,1997,53.45100779
Switzerland,CHE,1998,52.4617547
Switzerland,CHE,1999,52.79601128
Switzerland,CHE,2000,49.31298973
Switzerland,CHE,2001,47.66134999
Switzerland,CHE,2002,52.43863202
Switzerland,CHE,2003,47.61841287
Switzerland,CHE,2004,39.43790741
Switzerland,CHE,2005,52.95158338
Switzerland,CHE,2006,47.44279211
Switzerland,CHE,2007,46.76749792
Switzerland,CHE,2008,49.50521587
Switzerland,CHE,2009,46.6754984
Switzerland,CHE,2010,60.93355274
Switzerland,CHE,2011,82.88008621
Switzerland,CHE,2012,71.40154793
Switzerland,CHE,2013,74.25993594
Switzerland,CHE,2014,59.28927283
Switzerland,CHE,2015,67.25096183
Switzerland,CHE,2016,75.46783682
Switzerland,CHE,2017,64.93842484
Switzerland,CHE,2018,65.72858024
Switzerland,CHE,2019,66.2033777
Switzerland,CHE,2020,67.85471742
Turkey,TUR,1995,8.245922367
Turkey,TUR,1996,29.57622559
Turkey,TUR,1997,16.66128436
Turkey,TUR,1998,16.62406727
Turkey,TUR,1999,16.70283242
Turkey,TUR,2000,18.52571489
Turkey,TUR,2001,3.096860946
Turkey,TUR,2002,8.583421375
Turkey,TUR,2003,16.44973404
Turkey,TUR,2004,20.99757519
Turkey,TUR,2005,25.22819236
Turkey,TUR,2006,24.34261918
Turkey,TUR,2007,25.68573196
Turkey,TUR,2008,25.80097721
Turkey,TUR,2009,14.5800572
Turkey,TUR,2010,22.52071502
Turkey,TUR,2011,26.16033994
Turkey,TUR,2012,21.72883322
Turkey,TUR,2013,24.51272782
Turkey,TUR,2014,20.75364541
Turkey,TUR,2015,17.2184256
Turkey,TUR,2016,13.71754678
Turkey,TUR,2017,17.18887069
Turkey,TUR,2018,11.04269086
Turkey,TUR,2019,7.555530891
Turkey,TUR,2020,10.49980132
United Kingdom,GBR,1995,16.21668984
United Kingdom,GBR,1996,14.92229028
United Kingdom,GBR,1997,17.50913788
United Kingdom,GBR,1998,21.04219652
United Kingdom,GBR,1999,22.04155298
United Kingdom,GBR,2000,24.45254151
United Kingdom,GBR,2001,25.66780454
United Kingdom,GBR,2002,28.01745009
United Kingdom,GBR,2003,29.63500838
United Kingdom,GBR,2004,30.81870801
United Kingdom,GBR,2005,30.8635647
United Kingdom,GBR,2006,34.63040736
United Kingdom,GBR,2007,37.31257143
United Kingdom,GBR,2008,31.38430458
United Kingdom,GBR,2009,22.13059863
United Kingdom,GBR,2010,25.66099266
United Kingdom,GBR,2011,27.95951654
United Kingdom,GBR,2012,23.12839576
United Kingdom,GBR,2013,22.36758448
United Kingdom,GBR,2014,27.50274134
United Kingdom,GBR,2015,28.28488853
United Kingdom,GBR,2016,26.91507638
United Kingdom,GBR,2017,25.77309632
United Kingdom,GBR,2018,25.52463875
United Kingdom,GBR,2019,24.9873783
United Kingdom,GBR,2020,25.99971179
United States,USA,1995,4.079081537
United States,USA,1996,4.160110828
United States,USA,1997,4.363249366
United States,USA,1998,7.794504985
United States,USA,1999,8.305320635
United States,USA,2000,10.01880469
United States,USA,2001,10.30008702
United States,USA,2002,12.41768719
United States,USA,2003,12.54991002
United States,USA,2004,13.18053606
United States,USA,2005,14.88637461
United States,USA,2006,15.11295951
United States,USA,2007,12.84179489
United States,USA,2008,11.40995383
United States,USA,2009,10.03975721
United States,USA,2010,9.537901595
United States,USA,2011,9.225850327
United States,USA,2012,8.835183481
United States,USA,2013,8.936687836
United States,USA,2014,9.805823752
United States,USA,2015,12.72691709
United States,USA,2016,12.08368649
United States,USA,2017,12.08633337
United States,USA,2018,12.93024399
United States,USA,2019,11.74852615
United States,USA,2020,12.25953888
